class_id            class_acc           
                   0   0.953405017921147
                   1  0.9416909620991254
                   2  0.9919354838709677
                   3  0.9571428571428572
                   4                 1.0
                   5   0.989247311827957
                   6   0.992721979621543
                   7  0.9965432098765432
                   8  0.9880794701986755
                   9          0.95703125
                  10  0.9948582894406822
                  11  0.9824561403508771
                  12  0.9228295819935691
                  13  0.9944367176634215
                  14  0.9847161572052402
                  15  0.9983221476510067
                  16  0.9974747474747475
                  17  0.9185282522996058
                  18  0.9992372234935164
                  19  0.9157088122605364
                  20   0.998422712933754
                  21  0.9828431372549019
                  22  0.9910956252419667
                  23  0.9629629629629629
                  24  0.9578454332552693
                  25  0.9859484777517564
                  26  0.9913793103448276
                  27   0.983451536643026
                  28  0.9931818181818182
                  29  0.9770992366412213
                  30  0.9976851851851852
                  31  0.8755555555555555
                  32  0.9963336388634281
                  33  0.9800166527893422
                  34  0.9502487562189055
                  35  0.9956521739130435
                  36  0.9943374858437146
                  37  0.9683544303797469
                  38  0.9968479117415288
                  39  0.9993244384394528
                  40  0.9917695473251029
                  41  0.9814814814814815
                  42  0.9817708333333334
                  43  0.9921363040629095
                  44  0.9767441860465116
                  45  0.9897959183673469
                  46  0.9974937343358395
                  47  0.9173553719008265
                  48  0.9920318725099602
                  49  0.9823788546255506
                  50  0.9891156462585035
