class_id            class_acc           
                   0   0.956989247311828
                   1  0.9125364431486881
                   2  0.9475806451612904
                   3  0.9923076923076923
                   4  0.9955555555555555
                   5                 1.0
                   6  0.9796215429403202
                   7  0.9930864197530864
                   8  0.9562913907284768
                   9          0.98046875
                  10  0.9957361424630048
                  11  0.9398496240601504
                  12  0.9389067524115756
                  13  0.9763560500695411
                  14  0.9978165938864629
                  15  0.9869127516778523
                  16    0.98989898989899
                  17  0.9789750328515112
                  18  0.9809305873379099
                  19  0.8735632183908046
                  20  0.9810725552050473
                  21  0.9993872549019608
                  22  0.9806426635694928
                  23   0.934156378600823
                  24  0.9882903981264637
                  25  0.9139344262295082
                  26  0.9971264367816092
                  27  0.9739952718676123
                  28   0.990909090909091
                  29  0.9516539440203562
                  30  0.9942129629629629
                  31  0.9422222222222222
                  32  0.9679193400549955
                  33  0.9986122675548155
                  34  0.9860696517412936
                  35  0.9739130434782609
                  36  0.9943374858437146
                  37  0.8892405063291139
                  38  0.9792487522983977
                  39  0.9990429544558914
                  40  0.9231824417009602
                  41  0.9259259259259259
                  42  0.9739583333333334
                  43  0.9842726081258192
                  44   0.979328165374677
                  45  0.7619047619047619
                  46                 1.0
                  47  0.9297520661157025
                  48  0.9760956175298805
                  49   0.986784140969163
                  50  0.9782312925170068
