class_id            class_acc           
                   0   0.985663082437276
                   1  0.9329446064139941
                   2  0.9395161290322581
                   3                 1.0
                   4                 1.0
                   5   0.996415770609319
                   6                 1.0
                   7  0.9975308641975309
                   8  0.9986754966887417
                   9            0.984375
                  10  0.9994983697015299
                  11  0.9849624060150376
                  12  0.9003215434083601
                  13   0.980528511821975
                  14  0.9934497816593887
                  15  0.9996644295302013
                  16  0.9974747474747475
                  17  0.9842312746386334
                  18                 1.0
                  19  0.9808429118773946
                  20  0.9968454258675079
                  21  0.9993872549019608
                  22                 1.0
                  23  0.9711934156378601
                  24   0.990632318501171
                  25  0.9800936768149883
                  26  0.9971264367816092
                  27  0.9976359338061466
                  28  0.9863636363636363
                  29  0.9949109414758269
                  30  0.9895833333333334
                  31  0.8844444444444445
                  32  0.9945004582951421
                  33  0.9925062447960034
                  34    0.96318407960199
                  35  0.9982608695652174
                  36                 1.0
                  37  0.9968354430379747
                  38  0.9965852377199895
                  39  0.9985925800821933
                  40    0.99039780521262
                  41  0.9828042328042328
                  42  0.9973958333333334
                  43  0.9986893840104849
                  44  0.9961240310077519
                  45  0.9982993197278912
                  46  0.9987468671679198
                  47  0.9958677685950413
                  48  0.9701195219123506
                  49   0.986784140969163
                  50  0.9850340136054422
