class_id            class_acc           
                   0  0.8641975308641975
                   1  0.9576547231270358
                   2  0.9074074074074074
                   3   0.950354609929078
                   4           0.8515625
                   5                 0.0
                   6 0.014925373134328358
                   7  0.9318181818181818
                   8  0.8629629629629629
                   9  0.9769769769769769
                  10                 0.0
                  11                0.98
                  12                 0.0
                  13   0.974025974025974
                  14 0.018518518518518517
                  15                 0.0
                  16  0.9828496042216359
                  17   0.993766696349065
                  18  0.9652278177458034
                  19 0.15384615384615385
                  20              0.2875
                  21                 0.0
                  22  0.9343065693430657
                  23  0.9974167908594138
                  24  0.9113636363636364
                  25  0.8436578171091446
                  26  0.9860935524652339
                  27  0.9723320158102767
                  28  0.9960701330108828
                  29  0.9563218390804598
                  30  0.7037037037037037
                  31  0.9759903961584634
                  32                 0.0
                  33  0.8990825688073395
                  34   0.976303317535545
                  35  0.9732142857142857
                  36 0.23076923076923078
                  37  0.8898305084745762
                  38  0.9986244841815681
                  39  0.9688581314878892
                  40                 0.0
                  41  0.9714285714285714
                  42                 0.0
                  43   0.981737686773658
                  44  0.9127906976744186
                  45  0.6650246305418719
                  46                 0.0
                  47  0.8333333333333334
                  48 0.08791208791208792
                  49                 0.0
                  50                 0.0
                  51   0.993006993006993
                  52  0.8571428571428571
                  53                 0.0
                  54                 0.0
                  55  0.8333333333333334
                  56  0.6923076923076923
                  57  0.9808917197452229
                  58                 0.0
                  59   0.965662968832541
                  60  0.9659685863874345
                  61  0.9420289855072463
                  62  0.2828282828282828
                  63                 0.0
                  64  0.9775880469583778
                  65  0.8442622950819673
                  66                 0.0
                  67   0.997948717948718
                  68  0.9265402843601895
                  69  0.9821989528795811
                  70  0.9038461538461539
                  71  0.6333333333333333
                  72 0.06666666666666667
                  73  0.8369098712446352
                  74  0.9859504132231405
                  75  0.9847347347347347
                  76  0.9575045207956601
                  77  0.9804075235109718
                  78  0.9887755102040816
                  79  0.9215116279069767
                  80   0.996026180458158
                  81  0.9977597430044806
                  82  0.9894278606965174
                  83                 0.0
                  84                 0.0
                  85  0.9806060606060606
                  86  0.9713603818615751
                  87  0.7843137254901961
                  88  0.8350515463917526
                  89   0.926829268292683
                  90                 0.0
                  91  0.9808612440191388
                  92 0.10256410256410256
                  93  0.9310344827586207
                  94  0.9604651162790697
                  95                0.96
                  96                 0.0
                  97                 0.0
                  98  0.9504950495049505
                  99   0.573170731707317
                 100  0.8347826086956521
                 101  0.9898190045248869
                 102  0.9178082191780822
                 103  0.9285714285714286
                 104                 0.0
                 105                 1.0
                 106  0.9873188405797102
                 107  0.6666666666666666
                 108  0.9590163934426229
                 109 0.48427672955974843
                 110                 0.0
                 111  0.9802712700369913
                 112  0.9010989010989011
                 113  0.8983050847457628
                 114  0.5172413793103449
                 115  0.8702290076335878
                 116                 0.0
                 117                 0.0
                 118                 0.8
                 119                 0.0
                 120                 0.0
